id,district,code,party,first_name,last_name,first_elected,election_type,birth_year,gender,race_ethnicity,religion,lgbtq,seat_status2016,votepercent_president2016_democrat,votepercent_president2016_republican,2012votepercent_president_democrat,2012votepercent_president_republican,2008votepercent_president_democrat,2008votepercent_president_republican,rvotepercent_house_democrat,rvotepercent_house_republican,2014votepercent_house_democrat,2014votepercent_house_republican,2012two_party_dem,2012two_party_rep,acs_population_adult_white,acs_population_adult_black,acs_population_adult_latino,acs_population_adult_asianpacificislander,acs_population_adult_native,acs_population_adult_other,census_population2010_adult_white,census_population2010_adult_black,census_population2010_adult_latino,census_population2010_adult_asianpacificislander,census_population2010_adult_native,census_population2010_adult_other,acs_bachelordegree_age25plus,acs_ba_rank,acs_ba_white,acs_ba_white_rank,acs_medianincome,acs_medianincome_rank,noncollege_white_share,sort,tvotetotal_president,qvote_president_democrat,qvote_president_republican,2012votetotal_president,2012vote_pesident_democrat,2012vote_president_republican,2008votetotal_president,2008vote_president_democrat,2008vote_president_republican,2016votetotal_house,2016vote_house_democrat,2016vote_house_republican,2016vote_house_other,2014vote_total_house,2014vote_house_democrat,2014vote_house_republican,2014vote_house_other,2012house2_party_dem,2012house2_party_rep,acs_population_total,acs_population_white,acs_population_black,acs_population_latino,acs_population_asianpacificislander,acs_population_nativeamerican,acs_population_other,acs_votingagepopulation_total,acs_votingagepopulation_white,acs_votingagepopulation_black,acs_votingagepopulation_latino,acs_votingagepopulation_asianpacificislander,acs_votingagepopulation_nativeamerican,acs_votingagepopulation_other,census_totalpopulation,census_totalpopulation_white,census_totalpopulation_black,census_totalpopulation_latino,census_totalpopulation_asianpacificislander,census_totalpopulation_nativeamerican,census_totalpopulation_other,census_votingagepopulation_total,census_votingagepopulation_white,census_votingagepopulation_black,census_votingagepopulation_latino,census_votingagepopulation_asianpacificislander,census_votingagepopulation_nativeamerican,census_votingagepopulation_other
249,New Jersey 7th,NJ-07,Republican,Leonard,Lance,2008,Normal,1952,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Re-elected,48.6,47.5,46.3,52.5,47.2,51.6,43.1,54.1,38.8,59.3,41.2,58.8,79.2,4.7,8.1,7.2,0.0,0.8,77.4,3.9,10.0,7.8,0.1,0.9 ,51.3 ,24 ,53.1 ,44 ,106896,6,37.1,249,371592,180530,176386,340175,157635,178521,364851,172330,188352,343635,148188,185850,9597,175997,68232,104287,3478,123090,175704,688390,525255,31990,67650,53830,430,9230,518765,411060,24315,41805,37285,220,4075,732573,554527,28675,77840,59668,475,11388,547532,423711,21189,54670,42569,350,5043
250,New Jersey 8th,NJ-08,Democratic,Albio,Sires,2006,Special,1951,Man,Hispanic - Cuban,Christian - Roman Catholic,No,Re-elected,75.7,21.5,78.3,20.8,73.2,26.0,77.0,18.5,77.4,19.0,80.5,19.5,35.0,10.6,46.5,6.5,0.2,1.1,30.4,8.6,50.3,8.6,0.1,2.0 ,33.1 ,158 ,50.9 ,57 ,57391,201,16.9,250,229736,173834,49336,207307,162232,43032,217359,159013,56502,174889,134733,32337,7819,79518,61510,15141,2867,130858,31769,574780,176090,62205,291755,35485,950,8295,420495,147275,44780,195405,27505,750,4780,732104,203075,66204,387383,58044,987,16411,572563,174044,49401,287873,49000,653,11592
251,New Jersey 9th,NJ-09,Democratic,Bill,Pascrell,1996,Normal,1937,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Re-elected,64.3,33.1,68.4,30.8,64.0,35.2,69.7,28.0,68.5,30.1,74.7,25.3,48.2,11.0,29.3,10.4,0.2,1.0,45.6,9.5,31.2,12.2,0.1,1.4 ,33.6 ,153 ,41.0 ,128 ,64964,137,28.3,251,276738,177954,91696,253218,173082,77951,266738,170663,93912,233242,162642,65376,5224,120459,82498,36246,1715,162834,55094,630465,278000,67960,209715,65225,1010,8560,468600,225940,51345,137365,48580,795,4580,729408,310114,71060,247761,87347,788,12338,559066,255127,52933,174465,68340,519,7682
252,New Jersey 10th,NJ-10,Democratic,Donald,Payne,2012,Special,1958,Man,Black - African-American,Christian - Baptist,No,Re-elected,85.2,12.8,87.9,11.5,84.9,14.6,85.7,11.9,85.4,12.6,89.2,10.8,23.8,54.3,15.0,5.5,0.1,1.2,23.8,50.1,16.8,6.9,0.2,2.3 ,28.3 ,228 ,48.5 ,72 ,50100,309,12.1,252,274410,233822,35111,272407,239483,31379,285386,242306,41562,222771,190856,26450,5465,112123,95734,14154,2235,201435,24271,645270,138375,350865,111485,34060,980,9510,480715,114285,261090,72325,26550,635,5830,735256,158829,377722,130777,47276,1650,19002,556646,132238,278777,93309,38307,1182,12833
253,New Jersey 11th,NJ-11,Republican,Rodney,Frelinghuysen,1994,Normal,1946,Man,White - Non-Hispanic,Christian - Episcopalian,No,Re-elected,47.9,48.8,46.6,52.4,47.0,52.1,38.9,58.0,37.4,62.6,40.5,59.5,80.1,3.6,7.8,7.5,0.1,0.9,79.0,3.4,8.0,8.5,0.1,1.1 ,54.4 ,17 ,55.0 ,38 ,108260,5,36.0,253,380595,182334,185696,350909,163493,183775,375701,176436,195675,334992,130162,194299,10531,174932,65477,109455,0,123935,182239,694685,540675,23640,63340,55555,450,11020,538570,431485,19190,42230,40640,355,4665,732771,567938,24936,64056,63677,544,11620,564075,445480,19069,45200,47903,380,6043
254,New Jersey 12th,NJ-12,Democratic,Bonnie,Watson Coleman,2014,Normal,1945,Woman,Black - African-American,Christian - Baptist,No,Re-elected,65.0,31.8,66.5,32.4,65.7,33.3,62.9,32.0,61.0,36.5,70.1,29.9,58.3,18.4,10.3,11.9,0.1,1.0,53.9,16.7,14.3,13.5,0.1,1.5 ,45.5 ,39 ,49.1 ,67 ,85744,38,29.6,254,314766,204661,100043,298083,198197,96642,310510,204001,103354,288634,181430,92407,14797,148366,90430,54168,3768,189938,80907,649630,346325,122770,82695,87250,850,9745,491465,286440,90570,50755,58260,555,4885,730872,370303,125464,114457,104827,1054,14767,560285,302134,93303,80114,75600,679,8455
255,New Mexico 1st,NM-01,Democratic,Michelle,Lujan Grisham,2012,Normal,1959,Woman,Hispanic - New Mexican (Hispanos),Christian - Roman Catholic,No,Re-elected,51.6,35.1,55.3,39.6,59.7,39.0,65.1,34.9,58.6,41.4,59.2,40.8,48.3,2.5,41.9,1.9,3.9,1.5,46.9,2.4,43.5,2.2,3.5,1.5 ,32.9 ,160 ,46.6 ,81 ,49570,320,25.6,255,285170,147250,100132,282195,155915,111749,298305,178068,116302,277967,181088,96879,0,180032,105474,74558,0,162924,112473,645865,277235,16225,303325,11720,25905,11455,494330,238555,12585,206950,9310,19500,7425,686391,288232,16016,329665,14776,24773,12929,523774,245411,12598,227802,11729,18281,7953
256,New Mexico 2nd,NM-02,Republican,Steve,Pearce,2010,Incontinous 2002-2008,1947,Man,White - Non-Hispanic,Christian - Southern Baptist,No,Re-elected,39.9,50.1,44.9,51.7,48.4,50.2,37.2,62.7,35.5,64.4,40.9,59.1,46.1,1.8,45.2,0.6,5.3,1.0,45.3,1.6,46.9,0.8,4.3,1.1 ,21.0 ,367 ,30.5 ,263 ,41797,399,31.9,256,234095,93363,117211,230391,103438,119168,244530,118400,122705,228813,85232,143514,67,147777,52499,95209,69,92162,133180,644560,260605,10975,327070,3515,34270,8120,473590,218220,8605,214225,2945,24885,4720,686420,275624,10725,355689,5258,30590,8534,508668,230525,8306,238436,4291,21756,5354
257,New Mexico 3rd,NM-03,Democratic,Ben Ray,Luján,2008,Normal,1972,Man,Hispanic - New Mexican (Hispanos),Christian - Roman Catholic,No,Re-elected,51.8,36.7,57.5,38.7,61.2,37.5,62.4,37.6,61.5,38.4,63.1,36.9,43.7,1.4,35.9,0.9,16.9,1.2,43.7,1.3,36.4,1.2,16.1,1.3 ,27.2 ,251 ,42.7 ,115 ,49210,324,24.9,257,279053,144621,102323,271171,155982,104871,287324,175953,107825,273342,170612,102730,0,184076,113249,70775,52,167103,97616,663825,260400,9325,258040,5805,119690,10555,496320,216995,6775,178255,4445,84125,5725,686368,269954,8721,268049,7517,120005,12122,508065,221912,6549,185088,5923,81925,6668
258,New York 1st,NY-01,Republican,Lee,Zeldin,2014,Normal,1980,Man,White - Non-Hispanic,Jewish,No,Re-elected,42.2,54.5,49.6,49.1,51.4,47.6,41.0,58.9,45.5,54.4,52.5,47.5,82.9,4.5,8.8,2.8,0.2,0.8,80.0,4.3,11.2,3.3,0.2,1.0 ,34.1 ,138 ,36.2 ,181 ,90435,28,52.8,258,336437,141900,183233,295673,146708,145115,328315,168611,156394,297237,121982,175168,87,172865,78722,94035,108,146179,132304,679190,539900,32535,77825,19915,1295,7725,525330,435735,23625,46200,14840,925,4000,717177,558724,32109,89960,24029,1735,10620,549345,439385,23385,61325,18374,1304,5572
259,New York 2nd,NY-02,Republican,Pete,King,1992,Normal,1944,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Re-elected,43.9,53.0,51.6,47.2,51.3,47.9,37.5,62.4,30.0,68.3,41.4,58.6,72.5,9.2,14.6,2.6,0.1,1.0,68.8,8.5,18.5,2.9,0.1,1.1 ,31.2 ,175 ,35.4 ,187 ,93362,23,46.7,259,313286,137680,165908,272663,140817,128791,304670,156151,145890,280203,105100,174961,142,139330,41814,95177,2339,100545,142309,657910,450165,63095,117620,17960,850,8230,499445,361915,46080,72865,13230,580,4775,718757,475083,64067,146936,20965,1055,10651,546482,376200,46322,101349,15885,753,5973
260,New York 3rd,NY-03,Democratic,Tom,Suozzi,2016,Normal,1962,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Open - Retired,51.6,45.5,50.8,48.2,53.5,45.7,52.8,47.2,54.8,45.2,58.2,41.8,76.8,2.9,7.3,12.1,0.1,0.8,73.9,2.9,9.0,12.7,0.1,1.4 ,51.6 ,23 ,53.3 ,43 ,111504,4,35.8,260,345275,178288,156942,306221,155451,147617,341582,182847,155946,308809,162947,145706,156,164375,90032,74269,74,157880,113203,672660,496775,20045,60820,85450,725,8850,519775,398990,15325,37895,62660,620,4285,717864,520046,20752,69966,93704,651,12745,553265,409130,15942,49938,70254,431,7570
261,New York 4th,NY-04,Democratic,Kathleen,Rice,2014,Normal,1965,Woman,White - Non-Hispanic,Christian - Roman Catholic,No,Re-elected,53.4,43.8,56.3,42.8,55.3,43.9,59.5,40.4,52.8,47.1,65.7,34.3,66.6,14.4,12.4,5.6,0.1,0.9,63.2,13.5,16.5,5.4,0.1,1.3 ,42.5 ,60 ,48.9 ,69 ,100178,15,33.9,261,336811,179845,147469,308119,173508,131750,334969,185400,147199,311289,185286,125865,138,170099,89793,80127,179,163955,85693,654400,411595,94310,101345,38150,870,8125,497595,331460,71560,61465,28020,595,4500,718843,438618,98985,129190,39499,828,11723,552258,349205,74349,91252,29883,534,7035
262,New York 5th,NY-05,Democratic,Gregory,Meeks,1998,Special,1953,Man,Black - African-American,Christian - Methodist,No,Re-elected,85.7,12.7,90.6,9.1,86.1,13.6,85.4,13.0,94.9,0,90.4,9.6,14.3,53.2,16.3,13.9,0.4,1.8,13.1,50.1,17.9,11.4,0.5,7.1 ,25.5 ,282 ,36.9 ,172 ,66529,124,8.4,262,246961,211667,31322,212347,192374,19325,240009,206652,32558,233531,199552,30257,3722,79821,75712,0,4109,167836,17875,653825,87075,340060,118515,92375,3055,12750,486265,69355,258710,79425,67815,2085,8885,710048,85259,355785,133873,80160,4151,50820,539006,70612,269874,96565,61389,2543,38023
263,New York 6th,NY-06,Democratic,Grace,Meng,2012,Normal,1975,Woman,Asian - Chinese,Christian - Protestant,No,Re-elected,65.1,32.1,67.8,31.0,63.4,35.7,72.1,26.7,98.9,0,68.7,31.3,44.5,4.4,17.9,31.7,0.2,1.4,39.7,3.7,17.4,37.1,0.1,2.0 ,35.9 ,122 ,43.1 ,110 ,61956,156,25.2,263,207285,134970,66487,185058,125496,57455,199891,126794,71419,189433,136506,50617,2310,55963,55368,0,595,111501,50846,575660,240605,23850,110860,187470,1280,11585,447440,198925,19465,80000,141690,925,6430,724580,277856,26223,133838,268850,859,16954,590986,234736,21808,102540,219479,529,11894
264,New York 7th,NY-07,Democratic,Nydia,Velázquez,1992,Normal,1953,Woman,Hispanic - Puerto Rican,Christian - Roman Catholic,No,Re-elected,86.9,10.4,88.3,10.3,84.4,14.9,90.7,9.2,88.7,9.0,100,0,35.4,9.9,37.2,16.1,0.2,1.3,28.6,8.4,41.3,19.5,0.2,2.0 ,33.7 ,149 ,62.4 ,19 ,55207,227,13.2,264,204473,177664,21198,180591,159552,18671,188388,158908,28083,189888,172145,17477,266,63812,56593,5713,1506,143930,0,598300,203055,54965,237550,91990,760,9985,433645,153645,43035,161230,69655,655,5425,714039,199545,59712,306463,131025,1427,15867,542978,155395,45490,224396,105795,954,10948
265,New York 8th,NY-08,Democratic,Hakeem,Jeffries,2012,Normal,1970,Man,Black - African-American,Christian - Baptist,No,Re-elected,84.6,13.5,89.3,10.1,86.0,13.6,93.2,0,92.0,0,91.2,8.8,26.9,52.5,15.0,4.3,0.2,1.2,24.5,51.5,16.9,4.7,0.2,2.2 ,33.7 ,149 ,54.9 ,40 ,51634,277,12.1,265,254930,215689,34356,235295,210018,23869,242177,208300,32971,230203,214595,0,15608,83999,77255,0,6744,184039,17650,664565,160135,353600,111265,28930,1100,9540,505915,136005,265495,75740,21840,915,5915,718016,155930,378439,131873,33159,1863,16752,550237,134637,283398,93051,25820,1350,11981
266,New York 9th,NY-09,Democratic,Yvette,Clarke,2006,Normal,1964,Woman,Black - African-American,Christian - African Methodist Episcopal,No,Re-elected,83.5,14.4,85.3,13.8,84.1,15.4,92.3,0,89.3,0,88.5,11.5,35.2,47.7,9.8,5.8,0.2,1.2,31.2,50.2,10.6,5.9,0.2,2.0 ,37.5 ,98 ,62.0 ,20 ,54895,232,13.3,266,253789,211812,36600,239547,204281,33156,248224,208748,38289,232094,214189,0,17905,92569,82659,0,9910,186141,24164,627210,213495,296785,67975,37370,1095,10490,468060,164915,223405,46095,27315,740,5590,727032,221159,364537,81691,42491,1464,15690,558573,174104,280141,59320,33036,1026,10946
267,New York 10th,NY-10,Democratic,Jerry,Nadler,1992,Special,1947,Man,White - Non-Hispanic,Jewish,No,Re-elected,78.3,18.8,73.6,25.0,75.7,23.4,78.0,21.9,87.4,0,80.8,19.2,69.0,4.2,10.7,14.7,0.2,1.3,65.5,4.0,11.9,16.8,0.1,1.8 ,60.3 ,7 ,71.1 ,6 ,85756,37,19.8,267,261945,205114,49179,235821,173650,58992,259039,195974,60682,246216,192122,53806,288,101881,89080,0,12801,165743,39413,618050,421935,23110,69800,90960,1160,11090,482850,333055,20270,51480,70990,860,6205,716260,468129,26602,86976,118122,668,15763,580997,380321,23210,68915,97406,502,10643
268,New York 11th,NY-11,Republican,Dan,Donovan,2015,Special,1956,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Re-elected,43.8,53.6,51.6,47.3,48.3,50.9,36.7,61.5,42.1,54.8,47.3,52.7,68.1,6.7,12.9,11.2,0.1,1.0,66.8,6.3,13.9,11.5,0.1,1.3 ,34.4 ,133 ,37.8 ,160 ,71072,88,42.3,268,248457,108807,133232,213991,110407,101262,231976,112035,118106,232317,85257,142934,4126,107363,45244,58886,3233,92430,103118,653305,423205,45900,99585,74765,965,8885,497800,339060,33180,64150,55980,690,4740,717007,460023,49361,112464,82346,937,11876,556859,372108,35303,77422,63896,677,7453
269,New York 12th,NY-12,Democratic,Carolyn,Maloney,1992,Normal,1948,Woman,White - Non-Hispanic,Christian - Presbyterian,No,Re-elected,83.3,13.5,76.9,21.5,80.1,18.9,83.1,16.8,79.9,20.0,80.6,19.4,71.1,4.6,11.9,10.5,0.1,1.7,68.5,4.5,12.3,12.6,0.1,2.0 ,72.2 ,1 ,80.3 ,1 ,100281,13,14.0,269,306909,255601,41383,267692,205919,57575,303389,243155,57238,293858,244199,49350,309,113429,90603,22731,95,194370,46841,624705,431835,29150,81225,66265,1235,14995,545325,387820,25005,65030,57340,770,9355,714002,477788,33212,95507,89018,784,17693,632656,433299,28199,77976,79587,634,12961
270,New York 13th,NY-13,Democratic,Adriano,Espaillat,2016,Normal,1954,Man,Hispanic - Dominican,Christian - Roman Catholic,No,Open - Retired,92.3,5.4,94.6,4.6,93.3,6.1,88.6,6.9,87.3,0,93.5,6.5,17.4,29.4,47.5,4.0,0.2,1.6,14.1,27.1,52.6,4.3,0.2,1.7 ,31.0 ,177 ,71.7 ,5 ,41103,407,4.9,270,252393,232925,13727,231787,219361,10558,242035,225863,14845,233521,206994,16083,10444,78353,68396,0,9957,175016,12147,620380,93730,176490,315310,22820,860,11170,470505,82080,138225,223460,18600,830,7320,717786,88040,191448,395346,28345,1507,13100,556707,78594,150964,292926,23669,1101,9453
271,New York 14th,NY-14,Democratic,Joe,Crowley,1998,Normal,1962,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Re-elected,77.7,19.8,80.7,18.3,76.1,23.2,82.8,17.1,88.0,0,84.7,15.3,31.8,12.4,39.9,14.6,0.2,1.1,27.5,9.8,44.8,15.7,0.1,1.9 ,25.6 ,281 ,39.5 ,144 ,53512,247,19.1,271,194923,151407,38560,169552,136783,30978,177831,135243,41288,178323,147587,30545,191,57204,50352,0,6852,120761,21755,540950,148715,62010,243190,79070,1045,6925,402855,128060,50035,160855,58645,975,4280,718956,180405,68716,340333,112822,1301,15379,569765,156944,55923,255405,89677,792,11024
272,New York 15th,NY-15,Democratic,José,Serrano,1990,Special,1943,Man,Hispanic - Puerto Rican,Christian - Roman Catholic,No,Re-elected,93.8,4.9,96.7,3.0,94.6,5.2,95.2,3.5,97.1,0,97.2,2.8,3.5,31.7,61.9,1.8,0.3,0.7,2.7,29.4,64.3,1.9,0.2,1.4 ,12.4 ,428 ,27.7 ,303 ,29234,435,2.5,272,191383,179454,9371,177129,171366,5315,180295,170498,9382,174036,165688,6129,2219,56563,54906,0,1657,152661,4427,590245,16685,182480,374385,10000,1995,4695,392885,13730,124430,243390,7205,1265,2865,717177,16683,207587,468193,12599,1750,10365,504655,13803,148231,324538,9718,1097,7268
273,New York 16th,NY-16,Democratic,Eliot,Engel,1988,Normal,1947,Man,White - Non-Hispanic,Jewish,No,Re-elected,75.1,22.5,73.7,25.5,72.9,26.4,94.4,0,99.3,0,76.9,23.1,43.1,31.2,20.0,4.4,0.2,1.0,41.9,30.1,21.3,4.7,0.2,1.9 ,40.6 ,77 ,57.5 ,31 ,69086,101,18.2,273,283114,212644,63590,267814,197365,68373,282279,205897,74591,222230,209857,0,12373,100391,99658,0,733,179562,53935,645505,259925,200640,146180,27830,1305,9615,485670,209160,151615,97320,21565,980,5025,720278,284884,217509,166839,33438,1479,16129,549246,229997,165324,116799,25739,1061,10326
274,New York 17th,NY-17,Democratic,Nita,Lowey,1988,Normal,1937,Woman,White - Non-Hispanic,Jewish,No,Re-elected,58.6,38.4,57.1,41.8,58.0,41.2,99.1,0,56.4,43.5,65.1,34.9,69.8,10.3,13.4,5.2,0.1,1.1,64.0,10.0,18.7,5.9,0.1,1.2 ,44.5 ,47 ,52.2 ,50 ,94451,22,33.3,274,318220,186437,122339,294401,168020,123190,313081,181604,128934,216585,214530,0,2055,174062,98158,75781,123,171417,91899,652005,436465,64660,107760,31805,895,10415,475730,332175,49060,63975,24735,615,5165,712306,449438,69360,139459,41121,818,12110,531665,340399,53172,99501,31429,592,6572
275,New York 18th,NY-18,Democratic,Sean Patrick,Maloney,2012,Normal,1966,Man,White - Non-Hispanic,Christian - Roman Catholic,Gay,Re-elected,47.1,49.0,51.4,47.1,52.1,46.9,55.6,44.4,49.7,47.8,51.9,48.1,75.5,8.7,11.9,2.4,0.2,1.3,74.3,8.2,13.1,2.9,0.2,1.4 ,35.7 ,125 ,39.1 ,148 ,80493,48,45.8,275,310455,146175,152137,290894,149610,137144,312234,162618,146308,291527,162060,129369,98,179091,88993,85660,4438,143845,133049,686265,496785,59500,97555,17160,1455,13810,516510,389720,44740,61500,12595,1175,6785,719723,516970,60095,106451,20631,1359,14217,536296,398549,44016,70038,15322,1059,7312
276,New York 19th,NY-19,Republican,John,Faso,2016,Normal,1952,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Open - Retired,44.0,50.8,52.1,45.9,53.0,45.3,45.7,54.2,35.5,64.5,47.2,52.8,88.8,3.8,5.0,1.1,0.1,1.2,87.9,4.0,5.4,1.3,0.2,1.1 ,29.2 ,216 ,30.1 ,270 ,59619,186,62.0,276,319444,140515,162260,303112,157967,138981,331779,175763,150323,303852,138800,164800,252,204173,72470,131594,109,134295,150245,687730,597710,26355,42135,8230,635,12660,553430,491215,21150,27620,6040,555,6855,717341,619384,29089,45225,9806,1450,12387,568027,499401,22810,30611,7549,1186,6470
277,New York 20th,NY-20,Democratic,Paul,Tonko,2008,Normal,1949,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Re-elected,54.0,40.5,59.2,38.8,58.3,39.8,67.9,32.1,61.2,38.7,68.4,31.6,82.9,8.2,4.6,2.7,0.1,1.4,82.6,7.7,4.2,3.5,0.2,1.8 ,38.7 ,89 ,41.1 ,126 ,64226,140,48.7,277,325088,175390,131559,315032,186460,122230,340274,198366,135529,313942,213021,100738,183,204329,125111,79104,114,203401,93778,699020,557055,61195,40045,22360,955,17415,555755,460900,45505,25575,15155,725,7900,717751,571278,61694,37650,26280,1338,19511,565607,467009,43570,23891,19872,1012,10253
278,New York 21st,NY-21,Republican,Elise,Stefanik,2014,Normal,1984,Woman,White - Non-Hispanic,Christian - Roman Catholic,No,Re-elected,40.0,53.9,52.2,46.1,51.7,46.7,30.1,65.3,33.8,55.1,51.0,49.0,91.9,3.1,2.7,0.6,0.8,1.0,92.1,2.9,2.4,0.8,0.8,0.9 ,23.2 ,327 ,23.6 ,381 ,52350,259,70.1,278,279438,111760,150481,265850,138889,122471,290642,150137,135821,272606,82161,177886,12559,174668,59063,96226,19379,126631,121646,704000,641970,19940,21160,4885,5630,10415,555510,510250,17010,14780,3585,4215,5675,718128,657759,18944,19159,5955,6217,10094,560156,516165,16127,13459,4649,4546,5210
279,New York 22nd,NY-22,Republican,Claudia,Tenney,2016,Normal,1961,Woman,White - Non-Hispanic,Christian - Presbyterian,No,Open - Retired,39.3,54.8,48.8,49.2,49.1,49.1,41.0,46.5,0,98.4,39.3,60.7,91.3,3.3,2.7,1.4,0.2,1.0,90.7,3.3,2.5,2.1,0.3,1.0 ,26.0 ,275 ,26.5 ,322 ,52967,253,67.0,279,289954,114016,158913,277217,135172,136500,302473,148425,148580,278531,114266,129444,34821,131932,0,129851,2081,102080,157941,691840,619090,24645,23425,10945,1395,12335,546920,499165,18145,14770,7915,1240,5680,717428,640110,25634,22476,15399,1873,11936,562336,510303,18632,14321,11787,1506,5787
280,New York 23rd,NY-23,Republican,Tom,Reed,2010,Special,1971,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Re-elected,39.7,54.5,48.4,49.6,49.6,48.8,42.4,57.6,38.3,61.7,48.1,51.9,91.6,2.8,2.9,1.2,0.5,1.1,91.1,2.6,2.7,2.1,0.5,1.1 ,26.1 ,274 ,25.7 ,342 ,48730,328,68.0,280,290013,115010,158155,276891,133949,137312,303285,150412,147913,279735,118584,161050,101,183481,70242,113130,109,127535,137669,694140,626385,18600,24200,8535,3815,12605,549390,503130,15140,16045,6355,2705,6025,715904,644134,18738,22745,13705,4034,12548,561120,511079,14565,14876,11591,2922,6087
281,New York 24th,NY-24,Republican,John,Katko,2014,Normal,1962,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Re-elected,48.9,45.3,57.0,41.1,56.2,42.0,39.4,60.5,40.3,59.5,53.0,47.0,86.8,7.0,3.1,1.3,0.5,1.3,86.2,6.8,2.9,2.2,0.6,1.3 ,30.3 ,191 ,31.4 ,243 ,56388,215,59.5,281,308574,151021,139763,300621,171502,123534,323571,181776,135928,302115,119040,182761,314,199222,80304,118474,444,143044,127054,694615,583915,54180,27070,10755,2890,15810,542710,471100,38245,16620,7100,2490,7160,717111,600220,55154,26233,15978,4161,15365,553204,476812,37739,16208,12193,3306,6946
282,New York 25th,NY-25,Vacant (D),,,,Normal,,,,,,Re-elected,55.5,39.1,58.8,39.4,58.8,39.9,56.1,43.8,50.2,49.7,57.4,42.6,76.4,13.5,6.5,2.1,0.2,1.3,75.9,13.2,6.0,3.3,0.2,1.3 ,37.3 ,104 ,42.9 ,113 ,53723,245,43.5,282,329443,182896,128955,319454,187753,125897,342056,201012,136481,325831,182950,142650,231,192971,96803,95932,236,179810,133389,694650,502810,104345,56285,16010,1420,13775,543400,415165,73435,35375,11430,1115,6875,717894,517207,107007,53459,23957,1519,14745,555664,421837,73268,33483,18571,1231,7274
283,New York 26th,NY-26,Democratic,Brian,Higgins,2004,Normal,1959,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Re-elected,57.6,38.0,63.9,34.3,63.4,35.0,74.6,25.4,68.1,31.8,74.8,25.2,75.5,16.5,4.7,1.7,0.3,1.2,75.1,15.9,4.3,3.0,0.5,1.2 ,30.8 ,182 ,34.1 ,201 ,47358,348,49.7,283,304440,175336,115558,302388,193362,103743,328709,208504,115099,288679,215289,73377,13,166124,113210,52909,5,212588,71666,686395,491740,123075,41335,14010,2510,13720,543660,410535,89450,25685,9425,1830,6735,716906,512316,126679,38873,21521,3566,13951,565026,424531,90025,24145,16871,2717,6737
284,New York 27th,NY-27,Republican,Chris,Collins,2012,Normal,1950,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Re-elected,35.2,59.7,42.9,55.3,44.5,53.9,32.8,67.2,28.9,71.0,49.2,50.8,93.6,2.5,1.9,0.8,0.6,0.7,93.5,2.4,1.8,0.9,0.7,0.7 ,30.7 ,184 ,31.0 ,250 ,62698,149,64.5,284,346762,122102,206866,326828,140176,180703,345902,153862,186554,328809,107832,220885,92,203645,58911,144675,59,156219,161220,709535,656935,16690,16400,6150,4595,8775,561485,525340,13760,10510,4345,3440,4085,719760,667248,16414,15737,6587,5114,8660,560034,523730,13656,10146,4820,3777,3905
285,North Carolina 1st,NC-01,Democratic,G.K.,Butterfield,2004,Special,1947,Man,Black - African-American,Christian - Baptist,No,Re-elected,67.5,30.5,68.1,31.2,67.4,32.2,68.6,29.0,,,,,47.8,46.1,2.6,1.3,0.7,1.4,46.2,44.4,6.6,2.0,0.8,3.8 ,27.7 ,246 ,37.7 ,163 ,40895,411,29.7,285,354704,239585,108100,358529,244167,111993,343389,231441,110476,350699,240661,101567,8471,,,,,,,707355,312065,329685,36380,8920,5135,15165,548240,262120,252765,14370,7105,4110,7770,733323,314598,341018,58595,13468,6100,34353,567106,262060,252060,37362,11187,4544,21682
286,North Carolina 2nd,NC-02,Republican,George,Holding,2012,Normal,1968,Man,White - Non-Hispanic,Christian - Southern Baptist,No,Re-elected,43.6,53.2,43.0,56.0,44.8,54.3,43.3,56.7,,,,,72.2,20.5,4.1,1.4,0.5,1.3,70.7,19.7,7.1,1.8,0.6,3.6 ,36.2 ,117 ,40.5 ,132 ,65792,131,42.9,286,397167,173131,211450,367349.9311,158037,205651,340695,152560,185058,390567,169082,221485,0,,,,,,,758085,524375,152065,50935,11185,3075,16445,550380,397355,112650,22650,7905,2610,7215,734740,500909,149478,64463,13235,4685,32264,530179,374585,104330,37786,9400,3198,19341
